train_acc,val_acc,test_acc,precision,recall,f1,kappa,test_loss,seed
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06695648674237525,42
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.007867943842784834,7
0.9989395546129375,1.0,1.0,1.0,1.0,1.0,1.0,0.0409098296599873,21
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011455873374716711,99
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002442171045389595,123
0.9997879109225873,1.0,1.0,1.0,1.0,1.0,1.0,0.02592646093305074,AVG
