train_acc,val_acc,test_acc,precision,recall,f1,kappa,test_loss,seed
0.9968186616897583,1.0,1.0,1.0,1.0,1.0,1.0,0.043645720928907394,42
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09672221541404724,7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1006995365023613,21
0.998939573764801,1.0,0.991525411605835,0.9824561403508771,1.0,0.9911504424778761,0.9830215827338129,0.11197259277105331,99
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06272789090871811,123
0.9991516470909119,1.0,0.998305082321167,0.9964912280701753,1.0,0.9982300884955752,0.9966043165467626,0.08315359130501747,AVG
