train_acc,val_acc,test_acc,precision,recall,f1,kappa,test_loss,seed
0.9799749687108886,0.99,0.99,0.9830508474576272,1.0,0.9914529914529915,0.9794069192751236,0.018131834156811237,42
0.9799749687108886,0.99,0.99,1.0,0.9827586206896551,0.991304347826087,0.9795417348608838,0.21183584213256837,7
0.981226533166458,0.98,0.98,0.9666666666666667,1.0,0.9830508474576272,0.9586776859504132,0.051520176082849506,21
0.9824780976220275,0.99,0.97,1.0,0.9482758620689655,0.9734513274336283,0.9390243902439024,0.24634315073490143,99
0.9799749687108886,0.99,0.99,0.9830508474576272,1.0,0.9914529914529915,0.9794069192751236,0.00957996966317296,123
0.9807259073842303,0.9880000000000001,0.984,0.9865536723163842,0.9862068965517242,0.9861425011246651,0.9672115299210894,0.10748219455406069,AVG
