train_acc,val_acc,test_acc,precision,recall,f1,kappa,test_loss,seed
0.9737171530723572,0.9900000095367432,0.9900000095367432,0.6440677966101694,0.6551724137931034,0.6495726495726496,0.1556836902800659,0.03872111067175865,42
0.9649562239646912,1.0,0.9800000190734863,0.5862068965517241,0.5862068965517241,0.5862068965517241,0.014778325123152691,0.09009237587451935,7
0.9799749851226807,0.9900000095367432,0.9900000095367432,0.576271186440678,0.5862068965517241,0.5811965811965812,-0.00906095551894559,0.015297675505280495,21
0.9824780821800232,0.9900000095367432,0.9700000286102295,0.6,0.5689655172413793,0.584070796460177,0.04471544715447162,0.08715245872735977,99
0.9774718284606934,0.9900000095367432,0.9900000095367432,0.576271186440678,0.5862068965517241,0.5811965811965812,-0.00906095551894559,0.019267287105321884,123
0.9757196545600891,0.9920000076293946,0.9840000152587891,0.5965634132086499,0.596551724137931,0.5964487009955427,0.03941111030395981,0.05010618157684803,AVG
